Total Token Corpus,Ukuran Vocabulary,Istilah Domain Terdaftar,Istilah Ditemukan,Coverage Istilah (%),Token Istilah Domain,Coverage Token (%)
3067816,51749,258,253,98.06,1207737,39.37
